;Keywords;Answer
1922;['услуге', 'заявитель'];"Заявителями являются подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством граждане РФ, а также постоянно или временно проживающие на территории РФ иностранные граждане и лица без гражданства:
- лица, работающие по трудовым договорам, в том числе руководители организаций, являющиеся единственными участниками (учредителями), членами организаций, собственниками их имущества;
- государственные гражданские служащие, муниципальные служащие;
- лица, замещающие государственные должности РФ, государственные должности субъекта РФ, а также муниципальные должности, замещаемые на постоянной основе;
- члены производственного кооператива, принимающие личное трудовое участие в его деятельности;
- священнослужители;
- лица, осужденные к лишению свободы и привлеченные к оплачиваемому труду."
1923;['Условия', 'услуге', 'получения'];"Пособие назначается и выплачивается в случаях:
- прекращения деятельности страхователем на день обращения застрахованного лица за пособием;
- отсутствие возможности выплаты пособия страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ;
- отсутствие возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание, при наличии вступившего в законную силу решения суда об установлении факта невыплаты таким страхователем пособия застрахованному лицу;
- в случае, если на день обращения застрахованного лица за пособием в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве страхователя."
1924;['усыновлении', 'рождении', 'нескольких'];В случае рождения двух и более детей единовременное пособие назначается и выплачивается на каждого ребенка.
1925;['Размер', 'услуге', 'выплаты'];Единовременное пособие при рождении ребенка с 01.02.2023 составляет 22 909 руб. 03 коп.
1926;['Перечень', 'услуге', 'документов'];"1. Документ, удостоверяющий личность.
2. Справка о рождении ребенка (детей). 
3. Выписка из решения об установлении над ребенком опеки (копия вступившего в законную силу решения суда об усыновлении, договор о передаче ребенка (детей) на воспитание в приемную семью) - для лица, заменяющего родителей (опекуна, усыновителя, приемного родителя).
4. Справка с места работы (службы, органа социальной защиты по месту жительства) другого родителя о том, что данное пособие не назначалось, - в случае если оба родителя работают (служат), а также если один из родителей ребенка не работает (не служит) или обучается по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях, а другой родитель ребенка работает (служит). 
Не представляется, если брак между родителями расторгнут.
5. Свидетельство о расторжении брака (в случае если брак между родителями расторгнут).
6. Документ, подтверждающий совместное проживание на территории Российской Федерации ребенка с одним из родителей, выданный организацией, уполномоченной на его выдачу (в случае если брак между родителями расторгнут).
7. При обращении заявителя за предоставлением государственной услуги в случае отсутствия возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание: вступившее в законную силу решение суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия.
"
1927;['услуге', 'адресуется', 'заявление'];Дело оформляется в отдел по организации работы по назначению страховых выплат застрахованным гражданам.
1928;['Какие', 'услуге', 'документы'];паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
1929;['Какие', 'услуге', 'документы'];1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
1930;['услуге', 'выплачивается', 'выплата'];"Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
1931;['МИР', 'Выплату', 'услуге'];"В случае волеизъявления заявителя о получении выплат на банковский счет выплата денежных средств будет производиться на банковские счета физических лиц, операции по которым осуществляются с использованием национальных платежных инструментов (карты «МИР»).
В случае обращения заявителей в Центр телефонного обслуживания или в структурные подразделения СПб ГКУ «МФЦ» необходимо в обязательном порядке информировать заявителей о возможности перечисления выплат исключительно на карты «МИР» в случае волеизъявления заявителей получать указанные выплаты на счет банковской карты. 
"
1932;['Какие', 'услуге', 'основания'];Обращение за назначением и выплатой пособия по истечении шестимесячного срока со дня рождения ребенка.
1933;['Единовременное', 'случае', 'услуге'];"Заявителями являются подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством граждане РФ, а также постоянно или временно проживающие на территории РФ иностранные граждане и лица без гражданства:
- лица, работающие по трудовым договорам, в том числе руководители организаций, являющиеся единственными участниками (учредителями), членами организаций, собственниками их имущества;
- государственные гражданские служащие, муниципальные служащие;
- лица, замещающие государственные должности РФ, государственные должности субъекта РФ, а также муниципальные должности, замещаемые на постоянной основе;
- члены производственного кооператива, принимающие личное трудовое участие в его деятельности;
- священнослужители;
- лица, осужденные к лишению свободы и привлеченные к оплачиваемому труду."
1934;['Единовременное', 'случае', 'Условия'];"Пособие назначается и выплачивается в случаях:
- прекращения деятельности страхователем на день обращения застрахованного лица за пособием;
- отсутствие возможности выплаты пособия страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ;
- отсутствие возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание, при наличии вступившего в законную силу решения суда об установлении факта невыплаты таким страхователем пособия застрахованному лицу;
- в случае, если на день обращения застрахованного лица за пособием в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве страхователя."
1935;['усыновлении', 'Единовременное', 'рождении'];В случае рождения двух и более детей единовременное пособие назначается и выплачивается на каждого ребенка.
1936;['Единовременное', 'случае', 'Размер'];Единовременное пособие при рождении ребенка с 01.02.2023 составляет 22 909 руб. 03 коп.
1937;['Единовременное', 'случае', 'Перечень'];"1. Документ, удостоверяющий личность.
2. Справка о рождении ребенка (детей). 
3. Выписка из решения об установлении над ребенком опеки (копия вступившего в законную силу решения суда об усыновлении, договор о передаче ребенка (детей) на воспитание в приемную семью) - для лица, заменяющего родителей (опекуна, усыновителя, приемного родителя).
4. Справка с места работы (службы, органа социальной защиты по месту жительства) другого родителя о том, что данное пособие не назначалось, - в случае если оба родителя работают (служат), а также если один из родителей ребенка не работает (не служит) или обучается по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях, а другой родитель ребенка работает (служит). 
Не представляется, если брак между родителями расторгнут.
5. Свидетельство о расторжении брака (в случае если брак между родителями расторгнут).
6. Документ, подтверждающий совместное проживание на территории Российской Федерации ребенка с одним из родителей, выданный организацией, уполномоченной на его выдачу (в случае если брак между родителями расторгнут).
7. При обращении заявителя за предоставлением государственной услуги в случае отсутствия возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание: вступившее в законную силу решение суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия.
"
1938;['Единовременное', 'случае', 'услуге'];Дело оформляется в отдел по организации работы по назначению страховых выплат застрахованным гражданам.
1939;['Единовременное', 'случае', 'Какие'];паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
1940;['Единовременное', 'случае', 'Какие'];1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
1941;['Единовременное', 'случае', 'услуге'];"Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
1942;['Единовременное', 'МИР', 'случае'];"В случае волеизъявления заявителя о получении выплат на банковский счет выплата денежных средств будет производиться на банковские счета физических лиц, операции по которым осуществляются с использованием национальных платежных инструментов (карты «МИР»).
В случае обращения заявителей в Центр телефонного обслуживания или в структурные подразделения СПб ГКУ «МФЦ» необходимо в обязательном порядке информировать заявителей о возможности перечисления выплат исключительно на карты «МИР» в случае волеизъявления заявителей получать указанные выплаты на счет банковской карты. 
"
1943;['Единовременное', 'случае', 'страхователем'];Обращение за назначением и выплатой пособия по истечении шестимесячного срока со дня рождения ребенка.
1944;['Единовременное', 'услуге', 'страхователем'];"Заявителями являются подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством граждане РФ, а также постоянно или временно проживающие на территории РФ иностранные граждане и лица без гражданства:
- лица, работающие по трудовым договорам, в том числе руководители организаций, являющиеся единственными участниками (учредителями), членами организаций, собственниками их имущества;
- государственные гражданские служащие, муниципальные служащие;
- лица, замещающие государственные должности РФ, государственные должности субъекта РФ, а также муниципальные должности, замещаемые на постоянной основе;
- члены производственного кооператива, принимающие личное трудовое участие в его деятельности;
- священнослужители;
- лица, осужденные к лишению свободы и привлеченные к оплачиваемому труду."
1945;['Единовременное', 'Условия', 'услуге'];"Пособие назначается и выплачивается в случаях:
- прекращения деятельности страхователем на день обращения застрахованного лица за пособием;
- отсутствие возможности выплаты пособия страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ;
- отсутствие возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание, при наличии вступившего в законную силу решения суда об установлении факта невыплаты таким страхователем пособия застрахованному лицу;
- в случае, если на день обращения застрахованного лица за пособием в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве страхователя."
1946;['усыновлении', 'Единовременное', 'рождении'];В случае рождения двух и более детей единовременное пособие назначается и выплачивается на каждого ребенка.
1947;['Единовременное', 'Размер', 'услуге'];Единовременное пособие при рождении ребенка с 01.02.2023 составляет 22 909 руб. 03 коп.
1948;['Единовременное', 'Перечень', 'услуге'];"1. Документ, удостоверяющий личность.
2. Справка о рождении ребенка (детей). 
3. Выписка из решения об установлении над ребенком опеки (копия вступившего в законную силу решения суда об усыновлении, договор о передаче ребенка (детей) на воспитание в приемную семью) - для лица, заменяющего родителей (опекуна, усыновителя, приемного родителя).
4. Справка с места работы (службы, органа социальной защиты по месту жительства) другого родителя о том, что данное пособие не назначалось, - в случае если оба родителя работают (служат), а также если один из родителей ребенка не работает (не служит) или обучается по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях, а другой родитель ребенка работает (служит). 
Не представляется, если брак между родителями расторгнут.
5. Свидетельство о расторжении брака (в случае если брак между родителями расторгнут).
6. Документ, подтверждающий совместное проживание на территории Российской Федерации ребенка с одним из родителей, выданный организацией, уполномоченной на его выдачу (в случае если брак между родителями расторгнут).
7. При обращении заявителя за предоставлением государственной услуги в случае отсутствия возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание: вступившее в законную силу решение суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия.
"
1949;['Единовременное', 'услуге', 'страхователем'];Дело оформляется в отдел по организации работы по назначению страховых выплат застрахованным гражданам.
1950;['Единовременное', 'Какие', 'услуге'];паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
1951;['Единовременное', 'Какие', 'услуге'];1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
1952;['Единовременное', 'услуге', 'страхователем'];"Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
1953;['Единовременное', 'МИР', 'Выплату'];"В случае волеизъявления заявителя о получении выплат на банковский счет выплата денежных средств будет производиться на банковские счета физических лиц, операции по которым осуществляются с использованием национальных платежных инструментов (карты «МИР»).
В случае обращения заявителей в Центр телефонного обслуживания или в структурные подразделения СПб ГКУ «МФЦ» необходимо в обязательном порядке информировать заявителей о возможности перечисления выплат исключительно на карты «МИР» в случае волеизъявления заявителей получать указанные выплаты на счет банковской карты. 
"
1954;['Единовременное', 'Какие', 'услуге'];Обращение за назначением и выплатой пособия по истечении шестимесячного срока со дня рождения ребенка.
1955;['услуге', 'заявитель'];Заявителями на предоставление пособия являются лица из числа граждан РФ, проживающих на территории РФ, или иностранных граждан и лиц без гражданства, беженцев, постоянно проживающих на территории РФ.
1956;['услуге', 'имеет', 'право'];"1. матери либо отцы, опекуны, фактически осуществляющие уход за ребенком и не подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством (за исключением обучающихся по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях);
2. другие родственники, фактически осуществляющие уход за ребенком и не подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством, в случае, если мать и (или) отец умерли, объявлены умершими, лишены родительских прав, ограничены в родительских правах, признаны безвестно отсутствующими, недееспособными (ограниченно дееспособными), по состоянию здоровья не могут лично воспитывать и содержать ребенка, отбывают наказание в учреждениях, исполняющих наказание в виде лишения свободы, находятся в местах содержания под стражей подозреваемых и обвиняемых в совершении преступлений, уклоняются от воспитания детей или от защиты их прав и интересов или отказались взять своего ребенка из образовательных организаций, медицинских организаций, организаций социального обслуживания и других аналогичных организаций;"
1957;['услуге', 'имеет', 'право'];"1. матери либо отцы, другие родственники, опекуны, фактически осуществляющие уход за ребенком, уволенные в период отпуска по уходу за ребенком, матери, уволенные в период отпуска по беременности и родам в связи с ликвидацией организаций, прекращением физическими лицами деятельности в качестве индивидуальных предпринимателей, прекращением полномочий нотариусами, занимающимися частной практикой, и прекращением статуса адвоката, а также в связи с прекращением деятельности иными физическими лицами, профессиональная деятельность которых в соответствии с федеральными законами подлежит государственной регистрации и (или) лицензированию, в том числе уволенные из организаций или воинских частей, находящихся за пределами Российской Федерации, уволенные в связи с истечением срока их трудового договора в воинских частях, находящихся за пределами Российской Федерации, а также матери, уволенные в период отпуска по уходу за ребенком, отпуска по беременности и родам в связи с переводом мужа из таких воинских частей в Российскую Федерацию;
2. матери, уволенные в период беременности в связи с ликвидацией организаций, прекращением физическими лицами деятельности в качестве индивидуальных предпринимателей, прекращением полномочий нотариусами, занимающимися частной практикой, и прекращением статуса адвоката, а также в связи с прекращением деятельности иными физическими лицами, профессиональная деятельность которых в соответствии с федеральными законами подлежит государственной регистрации и (или) лицензированию, в том числе уволенные из организаций или воинских частей, находящихся за пределами Российской Федерации, уволенные в связи с истечением срока их трудового договора в воинских частях, находящихся за пределами Российской Федерации, или в связи с переводом мужа из таких частей в Российскую Федерацию;
3. матери либо отцы, опекуны, фактически осуществляющие уход за ребенком и не подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством, обучающиеся по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях."
1958;['услуге', 'срок', 'оформляется'];Ежемесячное пособие назначается, если обращение за ним последовало не позднее 6 месяцев со дня достижения ребенком возраста полутора лет.
1959;['услуге', 'заявитель', 'сотоит'];Ежемесячное пособие назначается в случае неполучения заявителем пособия по безработице.
1960;['Размер', 'услуге', 'выплаты'];Размер ежемесячного пособия с 01.02.2023 - 8 591 руб. 47 коп.
1961;['Какие', 'услуге', 'документы'];паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
1962;['Какие', 'услуге', 'документы'];1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
1963;['услуга', 'назначат'];"а) гражданам Российской Федерации, иностранным гражданам и лицам без гражданства, дети которых находятся на полном государственном обеспечении;
б) гражданам Российской Федерации, иностранным гражданам и лицам без гражданства, лишенным родительских прав либо ограниченным в родительских правах, за исключением случаев назначения и выплаты пособия по беременности и родам и единовременного пособия беременной жене военнослужащего, проходящего военную службу по призыву;
в) гражданам Российской Федерации, выехавшим на постоянное место жительства за пределы Российской Федерации."
1964;['Перечень', 'услуге', 'документов'];1. Документ, удостоверяющий личность. 2. Документы, содержащие сведения о составе семьи заявителя. 3. Документы о доходах всех членов семьи. 4. Документы, содержащие сведения о месте жительства заявителя и членов его семьи. 5. Документы о прохождении военной службы либо обучения по очной форме. 6. Документы  о наличии недвижимости и автотранспорта.
1965;['Какие', 'услуге', 'основания'];"Непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
- непредставление заявителем (представителем) согласия на обработку персональных данных лица, не являющегося заявителем (представителем), в случае если необходима обработку персональных данных такого лица."
1966;['Какие', 'услуги', 'основания'];"Отказ выносится: 1. гражданам РФ, иностранным гражданам и лицам без гражданства, дети которых находятся на полном государственном обеспечении;
2. гражданам РФ, иностранным гражданам и лицам без гражданства, лишенным родительских прав либо ограниченным в родительских правах;
3. гражданам РФ, выехавшим на постоянное место жительства за пределы РФ;
4. в случае, если обращение последовало позднее 6 месяцев со дня достижения ребенком возраста полутора лет."
1967;['Срок', 'услуги', 'предоставления'];Заявление о назначении государственного пособия подлежит рассмотрению уполномоченным органом в 10-дневный срок с даты приема (регистрации) заявления со всеми необходимыми документами (с учетом доставки документов). Выплата государственного пособия заявителям осуществляется уполномоченным органом через организации федеральной почтовой связи либо кредитные организации, указанные заявителями в заявлении, не позднее 26 числа месяца, следующего за месяцем приема (регистрации) заявления.
1968;['услуге', 'период', 'предоставляются']; Документы о доходах всех членов семьи за последние 12 календарных месяцев (в том числе в случае представления документов (сведений) о доходах семьи за период менее 12 календарных месяцев), предшествовавших месяцу перед месяцем обращения за назначением ежемесячного пособия.
1969;['Перечень', 'услуге', 'документов'];"1. Документ, удостоверяющий личность заявителя.
2. Документы, подтверждающие состав семьи.
3. Копия решения суда об усыновлении ребенка
4. Документы о признании родителей безвестно отсутствующими или умершими
5. Документы о нахождении заявителя и (или) членов его семьи в розыске.
6. Документы об установлении материнства и (или) отцовства (для несовершеннолетних родителей ребенка, не состоящих в браке)
7. Документы, подтверждающие обучение по очной форме обучения, о ранее выплаченном матери ребенка пособии по беременности и родам
8. Документы, подтверждающие невозможность матери ухаживать за ребенком по состоянию здоровья
9. Копия военного билета о последнем месте службы
10. Сведения с места службы отца (матери, обоих родителей) ребенка о том, что он (она, они) не использует отпуск по уходу за ребенком и не получает пособия
11. Сведения о среднем заработке, исчисленном в порядке, установленном Положением об исчислении среднего заработка (дохода, денежного довольствия) при назначении пособия по беременности и родам и ежемесячного пособия по уходу за ребенком отдельным категориям граждан, утвержденным постановлением Правительства Российской Федерации от 29.12.2009 № 1100 (для лиц, из числа уволенных в период отпуска по беременности и родам)
12. Документы о регистрации иностранного гражданина или лица без гражданства по месту жительства
13. Документы о постановке иностранного гражданина или лица без гражданства на учет по месту пребывания.
"
