;QUESTION;ANSWER
1803;Какой должен быть уровень доходов для получения выплаты по услуге № 1190?   ;Право на ежемесячное пособие возникает в случае, если размер среднедушевого дохода семьи не превышает величину прожиточного минимума на душу населения, установленную в СПб на дату обращения за назначением ежемесячного пособия (15 094 руб.).
1804; Обязательные условия предоставления ежемесячного пособия для категории Семьи, имеющие детей по услуге № 1190?   ;"Один из родителей или иной законный представитель ребенка является гражданином РФ, имеет место жительства (пребывания) в Санкт-Петербурге. В случае отсутствия подтвержденного места жительства (пребывания) на территории РФ заявление может быть подано по месту фактического проживания в СПб;
- ребенок является гражданином РФ;
- возраст ребенка до 17 лет;
- размер среднедушевого дохода семьи не превышает величину прожиточного минимума на душу населения, установленную в СПб на дату обращения за назначением ежемесячной выплаты (15 094  руб.)."
1805;Кто не имеет права на выплату по услуге № 1190?   ;"граждане, дети которых находятся на полном государственном обеспечении;
граждане, лишенных родительских прав (ограниченных в родительских правах);
граждане РФ, выехавших на постоянное место жительства за пределы РФ"
1806;Порядок назначения выплаты по услуге № 1190?   ;"В случае наличия в семье нескольких детей в возрасте до 17 лет ежемесячное пособие назначается на каждого такого ребенка.
Ежемесячное пособие выплачивается гражданам, имеющим детей в возрасте до 17 лет, с месяца рождения ребенка, но не ранее чем с 01.01.2023, если обращение о назначении ежемесячного пособия последовало в срок не позднее 6 месяцев со дня рождения ребенка. В остальных случаях ежемесячное пособие гражданам, имеющим детей в возрасте до 17 лет, выплачивается начиная с месяца обращения за назначением ежемесячного пособия.
В случае, если женщина получала ежемесячное пособие беременной женщине или ежемесячное пособие в ранние сроки беременности, ежемесячное пособие гражданам, имеющим детей в возрасте до 17 лет, назначается и выплачивается с месяца, следующего за месяцем рождения ребенка, которым она была беременна, при условии, что обращение о назначении ежемесячного пособия гражданам, имеющим детей в возрасте до 17 лет, последовало в срок не позднее 6 месяцев со дня рождения ребенка.
Ежемесячное пособие назначается на 12 месяцев, но на срок не более чем до достижения ребенком возраста 17 лет. Назначение ежемесячного пособия в очередном году осуществляется по истечении 12 месяцев со дня предыдущего обращения. 
Ежемесячное пособие выплачивается за полный месяц независимо от даты рождения ребенка, даты достижения ребенком 17 лет в конкретном месяце или даты обращения за назначением ежемесячного пособия."
1807;Куда выплачивается пособие по услуге № 1190?   ;"Денежные выплаты также могут быть перечислены:
- на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
1808;Перечень документов по услуге № 1190?   ;"1. Документ, удостоверяющий личность заявителя: паспорт гражданина Российской Федерации или временное удостоверение личности гражданина Российской Федерации, выдаваемое на период оформления паспорта.
2. Документы о доходах всех членов семьи за последние 12 календарных месяцев (в том числе в случае представления документов (сведений) о доходах семьи за период менее 12 календарных месяцев), предшествовавших месяцу перед месяцем подачи заявления о предоставлении ежемесячной выплаты:
3. Свидетельство о рождении, выданные компетентными органами иностранного государства. Сведения о родителях ребенка в случае регистрации записи акта о рождении ребенка компетентным органом иностранного государства.
4. Документы об опекуне (попечителе) ребенка (детей), в отношении которого подано заявление (в случае установления опеки (попечительства) компетентным органом иностранного государства).
5. Свидетельство о заключении (расторжении) брака, выданные компетентными органами иностранного государства.
6. Свидетельства о смерти ребенка, члена семьи, выданные компетентными органами иностранного государства.
7. Документы о факте обучения заявителя и (или) членов его семьи младше 23 лет в общеобразовательной организации, профессиональной образовательной организации или образовательной организации высшего образования по очной форме обучения
8. Документы о прохождении заявителем или членами его семьи военной службы по призыву в период, за который рассчитывается среднедушевой доход семьи.
9. Документы о факте прохождения заявителем или членами его семьи непрерывного лечения длительностью свыше трех месяцев, вследствие чего временно невозможно осуществлять трудовую деятельность, в период, за который рассчитывается среднедушевой доход семьи
10. Документы о нахождении заявителя или членов его семьи на полном государственном обеспечении 
11. Документы о нахождении заявителя или членов его семьи на принудительном лечении по решению суда
12. Документы о постановке на учет в медицинской организации в связи с беременностью, а также о родоразрешении или прерывании беременности (в случае отсутствия сведений в распоряжении Фонда социального страхования Российской Федерации)
13. Документы о помещении с назначением «жилое» (его части), занимаемом заявителем и (или) членом его семьи, страдающим тяжелой формой хронического заболевания, предусмотренного перечнем тяжелых форм хронических заболеваний, при которых невозможно совместное проживание граждан в одной квартире, утвержденным Министерством здравоохранения Российской Федерации, документы о помещении с назначением «жилое» (его части), признанном в установленном порядке непригодным для проживания.
14. Документы о имеющейся в собственности недвижимости.
15. Документы о зарегистрированном на заявителя или членов его семьи автотранспортном или мототранспортном средстве.
16. Документы о нахождении автотранспортного (мототранспортного) средства, маломерного судна, самоходной машины или другого вида техники под арестом и (или) в розыске.
17. Документы о статусе многодетной семьи
18. Документы (сведения), подтверждающие факт призыва на военную службу по мобилизации в Вооруженные Силы Российской Федерации."
1809;Сроки предоставления услуги № 1190?   ;Решение о назначении либо об отказе в назначении ежемесячного пособия принимается осуществляющим назначение и выплату ежемесячного пособия, в течение 10 рабочих дней со дня регистрации заявления о назначении ежемесячного пособия. Срок принятия решения о назначении либо об отказе в назначении ежемесячного пособия продлевается на 20 рабочих дней в случае не поступления документов (сведений), запрашиваемых в рамках межведомственного электронного взаимодействия, или недостающих документов (сведений), представленных позднее 5 рабочих дней со дня регистрации заявления о назначении ежемесячного пособия.
1810;Куда адресуется заявление по услуге № 1190?   ;Электронное дело оформляется в адрес Клиентской службы Отделения СФР района по месту нахождения МФЦ. Заявления и документы, принятые в секторе мобильных МФЦ, направляются в Клиентскую службу Отделения СФР района Санкт-Петербурга, соответствующего району дислокации мобильного МФЦ в момент их приема.
1811;Какие документы удостоверяют личность по услуге № 1190?   ;паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
1812;Какие документы предоставить при обращении представителя по услуге № 1190?   ;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
1813;Как назначается пособие, если в семье несколько детей по услуге № 1190?   ;В случае наличия в семье нескольких детей в возрасте до 17 лет ежемесячное пособие назначается на каждого такого ребенка.
1814;Что необходимо для изменения способа доставки по услуге № 1190?   ;"Заявителю необходимо обратиться с паспортом и в завлении указывает способ перечисления денежной выплаты (через отделение федеральной почтовой связи или кредитную организацию с указанием лицевого счета). Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
1815;"Категории заявителей по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";Беременные женщины. Семьи, имеющие детей.
1816;"Обязательные условия для получения пособия беременным женщинам по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"Беременные женщины являются гражданами РФ, имеют место жительства (пребывания) в Санкт-Петербурге. В случае отсутствия подтвержденного места жительства (пребывания) на территории РФ заявление может быть подано по месту фактического проживания в СПб.
Назначение и выплата ежемесячного пособия в связи с рождением и воспитанием ребенка осуществляются беременной женщине в случае, если срок ее беременности составляет 6 и более недель и она встала на учет в медицинской организации в ранние сроки беременности (до 12 недель)
"
1817;"Сроки назначения услуги ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"Заявление подается начиная с 09.01.2023.
Ежемесячное пособие беременной женщине назначается при обращении женщины после наступления срока беременности 12 недель и выплачивается за период, начиная с месяца постановки ее на учет в медицинской организации, но не ранее наступления срока беременности 6 недель и не ранее, чем за период с 01.01.2023.
Ежемесячное пособие беременной женщине выплачивается до месяца родов или прерывания беременности (включительно)."
1818;"Размеры выплат по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"50% величины прожиточного минимума трудоспособного населения (8226 руб.), установленной в СПб на дату обращения за назначением ежемесячного пособия (далее - величина прожиточного минимума для трудоспособного населения), - если размер среднедушевого дохода семьи не превышает величину прожиточного минимума на душу населения, установленную в СПб на дату обращения за назначением ежемесячного пособия (далее - величина прожиточного минимума на душу населения);
- 75% величины прожиточного минимума для трудоспособного населения (12 339 руб.) - в случае если размер среднедушевого дохода семьи, рассчитанный с учетом выплаты ежемесячного пособия беременной женщине в размере 50% величины прожиточного минимума для трудоспособного населения, не превышает величину прожиточного минимума на душу населения;
- 100% величины прожиточного минимума трудоспособного населения (16 452 руб.) - если размер среднедушевого дохода семьи, рассчитанный с учетом выплаты ежемесячного пособия беременной женщине в размере 75% величины прожиточного минимума трудоспособного населения, не превышает величину прожиточного минимума на душу населения.
При определении размера ежемесячного пособия беременной женщине (в размере 75% и 100%), за расчетный период учета ежемесячного пособия беременной женщине в размере 50 или 75 процентов величины прожиточного минимума для трудоспособного населения принимается 8 месяцев."
1819;"За какой перод необходимо предоставить доходы по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   "; Доходы всех членов семьи за последние 12 календарных месяцев (в том числе в случае представления документов (сведений) о доходах семьи за период менее 12 календарных месяцев), предшествовавших месяцу перед месяцем обращения за назначением ежемесячного пособия.
1820;"Какой должен быть уровень доходов для получения выплаты по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";Право на ежемесячное пособие возникает в случае, если размер среднедушевого дохода семьи не превышает величину прожиточного минимума на душу населения, установленную в СПб на дату обращения за назначением ежемесячного пособия (15 094 руб.).
1821;" Обязательные условия предоставления ежемесячного пособия для категории Семьи, имеющие детей по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"Один из родителей или иной законный представитель ребенка является гражданином РФ, имеет место жительства (пребывания) в Санкт-Петербурге. В случае отсутствия подтвержденного места жительства (пребывания) на территории РФ заявление может быть подано по месту фактического проживания в СПб;
- ребенок является гражданином РФ;
- возраст ребенка до 17 лет;
- размер среднедушевого дохода семьи не превышает величину прожиточного минимума на душу населения, установленную в СПб на дату обращения за назначением ежемесячной выплаты (15 094  руб.)."
1822;"Кто не имеет права на выплату по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"граждане, дети которых находятся на полном государственном обеспечении;
граждане, лишенных родительских прав (ограниченных в родительских правах);
граждане РФ, выехавших на постоянное место жительства за пределы РФ"
1823;"Порядок назначения выплаты по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"В случае наличия в семье нескольких детей в возрасте до 17 лет ежемесячное пособие назначается на каждого такого ребенка.
Ежемесячное пособие выплачивается гражданам, имеющим детей в возрасте до 17 лет, с месяца рождения ребенка, но не ранее чем с 01.01.2023, если обращение о назначении ежемесячного пособия последовало в срок не позднее 6 месяцев со дня рождения ребенка. В остальных случаях ежемесячное пособие гражданам, имеющим детей в возрасте до 17 лет, выплачивается начиная с месяца обращения за назначением ежемесячного пособия.
В случае, если женщина получала ежемесячное пособие беременной женщине или ежемесячное пособие в ранние сроки беременности, ежемесячное пособие гражданам, имеющим детей в возрасте до 17 лет, назначается и выплачивается с месяца, следующего за месяцем рождения ребенка, которым она была беременна, при условии, что обращение о назначении ежемесячного пособия гражданам, имеющим детей в возрасте до 17 лет, последовало в срок не позднее 6 месяцев со дня рождения ребенка.
Ежемесячное пособие назначается на 12 месяцев, но на срок не более чем до достижения ребенком возраста 17 лет. Назначение ежемесячного пособия в очередном году осуществляется по истечении 12 месяцев со дня предыдущего обращения. 
Ежемесячное пособие выплачивается за полный месяц независимо от даты рождения ребенка, даты достижения ребенком 17 лет в конкретном месяце или даты обращения за назначением ежемесячного пособия."
1824;"Куда выплачивается пособие по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"Денежные выплаты также могут быть перечислены:
- на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
1825;"Перечень документов по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"1. Документ, удостоверяющий личность заявителя: паспорт гражданина Российской Федерации или временное удостоверение личности гражданина Российской Федерации, выдаваемое на период оформления паспорта.
2. Документы о доходах всех членов семьи за последние 12 календарных месяцев (в том числе в случае представления документов (сведений) о доходах семьи за период менее 12 календарных месяцев), предшествовавших месяцу перед месяцем подачи заявления о предоставлении ежемесячной выплаты:
3. Свидетельство о рождении, выданные компетентными органами иностранного государства. Сведения о родителях ребенка в случае регистрации записи акта о рождении ребенка компетентным органом иностранного государства.
4. Документы об опекуне (попечителе) ребенка (детей), в отношении которого подано заявление (в случае установления опеки (попечительства) компетентным органом иностранного государства).
5. Свидетельство о заключении (расторжении) брака, выданные компетентными органами иностранного государства.
6. Свидетельства о смерти ребенка, члена семьи, выданные компетентными органами иностранного государства.
7. Документы о факте обучения заявителя и (или) членов его семьи младше 23 лет в общеобразовательной организации, профессиональной образовательной организации или образовательной организации высшего образования по очной форме обучения
8. Документы о прохождении заявителем или членами его семьи военной службы по призыву в период, за который рассчитывается среднедушевой доход семьи.
9. Документы о факте прохождения заявителем или членами его семьи непрерывного лечения длительностью свыше трех месяцев, вследствие чего временно невозможно осуществлять трудовую деятельность, в период, за который рассчитывается среднедушевой доход семьи
10. Документы о нахождении заявителя или членов его семьи на полном государственном обеспечении 
11. Документы о нахождении заявителя или членов его семьи на принудительном лечении по решению суда
12. Документы о постановке на учет в медицинской организации в связи с беременностью, а также о родоразрешении или прерывании беременности (в случае отсутствия сведений в распоряжении Фонда социального страхования Российской Федерации)
13. Документы о помещении с назначением «жилое» (его части), занимаемом заявителем и (или) членом его семьи, страдающим тяжелой формой хронического заболевания, предусмотренного перечнем тяжелых форм хронических заболеваний, при которых невозможно совместное проживание граждан в одной квартире, утвержденным Министерством здравоохранения Российской Федерации, документы о помещении с назначением «жилое» (его части), признанном в установленном порядке непригодным для проживания.
14. Документы о имеющейся в собственности недвижимости.
15. Документы о зарегистрированном на заявителя или членов его семьи автотранспортном или мототранспортном средстве.
16. Документы о нахождении автотранспортного (мототранспортного) средства, маломерного судна, самоходной машины или другого вида техники под арестом и (или) в розыске.
17. Документы о статусе многодетной семьи
18. Документы (сведения), подтверждающие факт призыва на военную службу по мобилизации в Вооруженные Силы Российской Федерации."
1826;"Сроки предоставления услуги ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";Решение о назначении либо об отказе в назначении ежемесячного пособия принимается осуществляющим назначение и выплату ежемесячного пособия, в течение 10 рабочих дней со дня регистрации заявления о назначении ежемесячного пособия. Срок принятия решения о назначении либо об отказе в назначении ежемесячного пособия продлевается на 20 рабочих дней в случае не поступления документов (сведений), запрашиваемых в рамках межведомственного электронного взаимодействия, или недостающих документов (сведений), представленных позднее 5 рабочих дней со дня регистрации заявления о назначении ежемесячного пособия.
1827;"Куда адресуется заявление по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";Электронное дело оформляется в адрес Клиентской службы Отделения СФР района по месту нахождения МФЦ. Заявления и документы, принятые в секторе мобильных МФЦ, направляются в Клиентскую службу Отделения СФР района Санкт-Петербурга, соответствующего району дислокации мобильного МФЦ в момент их приема.
1828;"Какие документы удостоверяют личность по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
1829;"Какие документы предоставить при обращении представителя по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
1830;"Как назначается пособие, если в семье несколько детей по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";В случае наличия в семье нескольких детей в возрасте до 17 лет ежемесячное пособие назначается на каждого такого ребенка.
1831;"Что необходимо для изменения способа доставки по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"Заявителю необходимо обратиться с паспортом и в завлении указывает способ перечисления денежной выплаты (через отделение федеральной почтовой связи или кредитную организацию с указанием лицевого счета). Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
1832;"Категории заявителей по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";Беременные женщины. Семьи, имеющие детей.
1833;"Обязательные условия для получения пособия беременным женщинам по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"Беременные женщины являются гражданами РФ, имеют место жительства (пребывания) в Санкт-Петербурге. В случае отсутствия подтвержденного места жительства (пребывания) на территории РФ заявление может быть подано по месту фактического проживания в СПб.
Назначение и выплата ежемесячного пособия в связи с рождением и воспитанием ребенка осуществляются беременной женщине в случае, если срок ее беременности составляет 6 и более недель и она встала на учет в медицинской организации в ранние сроки беременности (до 12 недель)
"
1834;"Сроки назначения услуги ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"Заявление подается начиная с 09.01.2023.
Ежемесячное пособие беременной женщине назначается при обращении женщины после наступления срока беременности 12 недель и выплачивается за период, начиная с месяца постановки ее на учет в медицинской организации, но не ранее наступления срока беременности 6 недель и не ранее, чем за период с 01.01.2023.
Ежемесячное пособие беременной женщине выплачивается до месяца родов или прерывания беременности (включительно)."
1835;"Размеры выплат по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";"50% величины прожиточного минимума трудоспособного населения (8226 руб.), установленной в СПб на дату обращения за назначением ежемесячного пособия (далее - величина прожиточного минимума для трудоспособного населения), - если размер среднедушевого дохода семьи не превышает величину прожиточного минимума на душу населения, установленную в СПб на дату обращения за назначением ежемесячного пособия (далее - величина прожиточного минимума на душу населения);
- 75% величины прожиточного минимума для трудоспособного населения (12 339 руб.) - в случае если размер среднедушевого дохода семьи, рассчитанный с учетом выплаты ежемесячного пособия беременной женщине в размере 50% величины прожиточного минимума для трудоспособного населения, не превышает величину прожиточного минимума на душу населения;
- 100% величины прожиточного минимума трудоспособного населения (16 452 руб.) - если размер среднедушевого дохода семьи, рассчитанный с учетом выплаты ежемесячного пособия беременной женщине в размере 75% величины прожиточного минимума трудоспособного населения, не превышает величину прожиточного минимума на душу населения.
При определении размера ежемесячного пособия беременной женщине (в размере 75% и 100%), за расчетный период учета ежемесячного пособия беременной женщине в размере 50 или 75 процентов величины прожиточного минимума для трудоспособного населения принимается 8 месяцев."
1836;"За какой перод необходимо предоставить доходы по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   "; Доходы всех членов семьи за последние 12 календарных месяцев (в том числе в случае представления документов (сведений) о доходах семьи за период менее 12 календарных месяцев), предшествовавших месяцу перед месяцем обращения за назначением ежемесячного пособия.
1837;"Какой должен быть уровень доходов для получения выплаты по услуге ""Ежемесячное пособие в связи с рождением и воспитанием ребенка""?   ";Право на ежемесячное пособие возникает в случае, если размер среднедушевого дохода семьи не превышает величину прожиточного минимума на душу населения, установленную в СПб на дату обращения за назначением ежемесячного пособия (15 094 руб.).
