Keywords;Answer
руб ребёнок выплата размер составлять;Единовременное пособие при рождении ребенка с 01.02.2023 составляет 22 909 руб. 03 коп.
воинский ребёнок выплачиваться работа часть;"Лицам, подлежащим обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством;
- лицам, проходящим военную службу по контракту, службу в качестве лиц рядового и начальствующего состава в органах внутренних дел, войск национальной гвардии, в Государственной противопожарной службе, в учреждениях и органах уголовно-исполнительной системы, органах принудительного исполнения РФ, органах по контролю за оборотом наркотических средств и психотропных веществ, таможенных органах;
- лицам, уволенным в связи с выводом воинских частей с территорий государств - бывших республик Союза Советских Социалистических Республик и других государств на территории РФ, передислокацией воинских частей в пределах территории РФ, истечением срока трудового договора в воинских частях, находящихся за пределами РФ, или в связи с переводом мужа из таких воинских частей в РФ."
документ перечень место ребёнок;"В заявлении необходимо указать способ перечисления денежной выплаты (почтовое отделение 
или реквизиты банковского счета (номер отделения федеральной почтовой связи, наименование кредитной организации, № лицевого счета)). В целях обеспечения корректного перечисления выплаты на счет заявителя, открытый им в кредитных организациях, заявителю рекомендуется представить сберегательную книжку или банковскую распечатку с указанием реквизитов счета карты «МИР».
1. Документ, удостоверяющий личность заявителя.
2. В случае регистрации записи соответствующего акта гражданского состояния компетентным органом иностранного государства: документ о рождении ребенка; документ о смерти ребенка; документ о расторжении брака.
3. Копия решения суда об усыновлении ребенка
4. Документы о трудовой деятельности по последнему месту работы (службы)
5. Документы о не назначении пособия по месту работы (службы) другого родителя
6. Документы о последнем месте службы
7. Если брак между родителями ребенка расторгнут для подтверждения совместного проживания на территории Российской Федерации ребенка с одним из родителей копия решения суда с записью об определении места жительства ребенка с родителем
8. Документы о регистрации иностранного гражданина или лица без гражданства по месту жительства
9. Документы о постановке иностранного гражданина или лица без гражданства на учет по месту пребывания
10. Согласие на обработку персональных данных лица, не являющегося заявителем (представителем)"
удостоверять документ ребёнок гражданин просрочить;паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
документ ребёнок доверенность нотариально предоставить;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
ребёнок служба заявление адресоваться отделение;Электронное дело оформляется в адрес Клиентской службы Отделения СФР района по месту нахождения МФЦ. Заявления и документы, принятые в секторе мобильных МФЦ, направляются в Клиентскую службу Отделения СФР района Санкт-Петербурга, соответствующего району дислокации мобильного МФЦ в момент их приема.
отказ ребёнок основание гражданин иностранный;"Решение об отказе в назначении государственного пособия выносится: 1. гражданам РФ, иностранным гражданам и лицам без гражданства, дети которых находятся на полном государственном обеспечении;
2. гражданам РФ, иностранным гражданам и лицам без гражданства, лишенным родительских прав либо ограниченным в родительских правах;
3. гражданам РФ, выехавшим на постоянное место жительства за пределы РФ;
4. при рождении мертвого ребенка;
5. в случае, если обращение последовало позднее 6 месяцев со дня рождения ребенка."
регистрация ребёнок срок заявление предоставление;"В 10-дневный срок с даты приема (регистрации) заявления со всеми необходимыми документами (с учетом доставки документов).
Выплата пособия заявителям осуществляется уполномоченным органом через организации федеральной почтовой связи либо кредитные организации, указанные заявителями в заявлении, не позднее 26 числа месяца, следующего за месяцем приема (регистрации) заявления."
cфр донос возможный ребёнок;"Донос необходимых документов возможен только в Клиентскую службу Отделения CФР.
"
ребёнок выплачиваться почтовый денежный выплата;"Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом. В случае предоставления иной платежной системы, необходимо составить сопроводительное письмо."
случай ребёнок волеизъявление выплата получать;"В случае волеизъявления заявителя о получении выплат на банковский счет выплата денежных средств будет производиться на банковские счета физических лиц, операции по которым осуществляются с использованием национальных платежных инструментов (карты «МИР»).
В случае обращения заявителей в Центр телефонного обслуживания или в структурные подразделения СПб ГКУ «МФЦ» необходимо в обязательном порядке информировать заявителей о возможности перечисления выплат исключительно на карты «МИР» в случае волеизъявления заявителей получать указанные выплаты на счет банковской карты. 
"
заявитель организация пособие категория образовательный;"Заявителями на предоставление государственной услуги являются лица из числа
граждан РФ, проживающих на территории РФ,
или иностранных граждан и лиц без гражданства, беженцев, постоянно проживающих на территории РФ:
один из родителей либо лицо, его заменяющее, из числа лиц, не подлежащих обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством
(в том числе обучающиеся по очной форме обучения на платной или бесплатной основе в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях),
а также их законные представители или доверенные лица."
поздний срок обращение пособие;Пособие назначается, если обращение за ним последовало не позднее 6 месяцев со дня рождения ребенка.
ребёнок выплачиваться пособие место орган;"В случае, если оба родителя либо лицо, их заменяющее, не работают (не служат) либо обучаются по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, организациях дополнительного профессионального образования и научных организациях, единовременное пособие при рождении ребенка назначается и выплачивается территориальным органом СФР по месту жительства (месту пребывания, месту фактического проживания) одного из родителей, либо лица, его заменяющего.
Если брак между родителями ребенка расторгнут, единовременное пособие при рождении ребенка назначается и выплачивается по месту работы (службы) родителя, с которым ребенок совместно проживает или территориальным органом СФР по месту жительства (месту пребывания, месту фактического проживания) родителя, с которым ребенок совместно проживает, в случае если родитель не работает (не служит).
В случае, если один из родителей либо лицо, его заменяющее, работает (служит), а другой родитель либо лицо, его заменяющее, не работает (не служит), единовременное пособие при рождении ребенка назначается и выплачивается по месту работы (службы) родителя либо лица, его заменяющего."
руб пособие выплата размер составлять;Единовременное пособие при рождении ребенка с 01.02.2023 составляет 22 909 руб. 03 коп.
воинский выплачиваться пособие работа часть;"Лицам, подлежащим обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством;
- лицам, проходящим военную службу по контракту, службу в качестве лиц рядового и начальствующего состава в органах внутренних дел, войск национальной гвардии, в Государственной противопожарной службе, в учреждениях и органах уголовно-исполнительной системы, органах принудительного исполнения РФ, органах по контролю за оборотом наркотических средств и психотропных веществ, таможенных органах;
- лицам, уволенным в связи с выводом воинских частей с территорий государств - бывших республик Союза Советских Социалистических Республик и других государств на территории РФ, передислокацией воинских частей в пределах территории РФ, истечением срока трудового договора в воинских частях, находящихся за пределами РФ, или в связи с переводом мужа из таких воинских частей в РФ."
пособие документ перечень место;"В заявлении необходимо указать способ перечисления денежной выплаты (почтовое отделение 
или реквизиты банковского счета (номер отделения федеральной почтовой связи, наименование кредитной организации, № лицевого счета)). В целях обеспечения корректного перечисления выплаты на счет заявителя, открытый им в кредитных организациях, заявителю рекомендуется представить сберегательную книжку или банковскую распечатку с указанием реквизитов счета карты «МИР».
1. Документ, удостоверяющий личность заявителя.
2. В случае регистрации записи соответствующего акта гражданского состояния компетентным органом иностранного государства: документ о рождении ребенка; документ о смерти ребенка; документ о расторжении брака.
3. Копия решения суда об усыновлении ребенка
4. Документы о трудовой деятельности по последнему месту работы (службы)
5. Документы о не назначении пособия по месту работы (службы) другого родителя
6. Документы о последнем месте службы
7. Если брак между родителями ребенка расторгнут для подтверждения совместного проживания на территории Российской Федерации ребенка с одним из родителей копия решения суда с записью об определении места жительства ребенка с родителем
8. Документы о регистрации иностранного гражданина или лица без гражданства по месту жительства
9. Документы о постановке иностранного гражданина или лица без гражданства на учет по месту пребывания
10. Согласие на обработку персональных данных лица, не являющегося заявителем (представителем)"
удостоверять документ пособие гражданин просрочить;паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
документ пособие доверенность нотариально предоставить;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
служба пособие заявление адресоваться отделение;Электронное дело оформляется в адрес Клиентской службы Отделения СФР района по месту нахождения МФЦ. Заявления и документы, принятые в секторе мобильных МФЦ, направляются в Клиентскую службу Отделения СФР района Санкт-Петербурга, соответствующего району дислокации мобильного МФЦ в момент их приема.
отказ пособие иностранный гражданин основание;"Решение об отказе в назначении государственного пособия выносится: 1. гражданам РФ, иностранным гражданам и лицам без гражданства, дети которых находятся на полном государственном обеспечении;
2. гражданам РФ, иностранным гражданам и лицам без гражданства, лишенным родительских прав либо ограниченным в родительских правах;
3. гражданам РФ, выехавшим на постоянное место жительства за пределы РФ;
4. при рождении мертвого ребенка;
5. в случае, если обращение последовало позднее 6 месяцев со дня рождения ребенка."
регистрация срок пособие заявление предоставление;"В 10-дневный срок с даты приема (регистрации) заявления со всеми необходимыми документами (с учетом доставки документов).
Выплата пособия заявителям осуществляется уполномоченным органом через организации федеральной почтовой связи либо кредитные организации, указанные заявителями в заявлении, не позднее 26 числа месяца, следующего за месяцем приема (регистрации) заявления."
cфр пособие донос возможный;"Донос необходимых документов возможен только в Клиентскую службу Отделения CФР.
"
выплачиваться пособие почтовый денежный выплата;"Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом. В случае предоставления иной платежной системы, необходимо составить сопроводительное письмо."
случай пособие волеизъявление выплата получать;"В случае волеизъявления заявителя о получении выплат на банковский счет выплата денежных средств будет производиться на банковские счета физических лиц, операции по которым осуществляются с использованием национальных платежных инструментов (карты «МИР»).
В случае обращения заявителей в Центр телефонного обслуживания или в структурные подразделения СПб ГКУ «МФЦ» необходимо в обязательном порядке информировать заявителей о возможности перечисления выплат исключительно на карты «МИР» в случае волеизъявления заявителей получать указанные выплаты на счет банковской карты. 
"
услуга заявитель государственный должность;"Заявителями являются подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством граждане РФ, а также постоянно или временно проживающие на территории РФ иностранные граждане и лица без гражданства:
- лица, работающие по трудовым договорам, в том числе руководители организаций, являющиеся единственными участниками (учредителями), членами организаций, собственниками их имущества;
- государственные гражданские служащие, муниципальные служащие;
- лица, замещающие государственные должности РФ, государственные должности субъекта РФ, а также муниципальные должности, замещаемые на постоянной основе;
- члены производственного кооператива, принимающие личное трудовое участие в его деятельности;
- священнослужители;
- лица, осужденные к лишению свободы и привлеченные к оплачиваемому труду."
получение пособие страхователь услуга условие;"Пособие назначается и выплачивается в случаях:
- прекращения деятельности страхователем на день обращения застрахованного лица за пособием;
- отсутствие возможности выплаты пособия страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ;
- отсутствие возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание, при наличии вступившего в законную силу решения суда об установлении факта невыплаты таким страхователем пособия застрахованному лицу;
- в случае, если на день обращения застрахованного лица за пособием в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве страхователя."
случай ребёнок услуга оформлять рождение;В случае рождения двух и более детей единовременное пособие назначается и выплачивается на каждого ребенка.
руб услуга выплата размер составлять;Единовременное пособие при рождении ребенка с 01.02.2023 составляет 22 909 руб. 03 коп.
документ ребёнок услуга родитель перечень;"1. Документ, удостоверяющий личность.
2. Справка о рождении ребенка (детей). 
3. Выписка из решения об установлении над ребенком опеки (копия вступившего в законную силу решения суда об усыновлении, договор о передаче ребенка (детей) на воспитание в приемную семью) - для лица, заменяющего родителей (опекуна, усыновителя, приемного родителя).
4. Справка с места работы (службы, органа социальной защиты по месту жительства) другого родителя о том, что данное пособие не назначалось, - в случае если оба родителя работают (служат), а также если один из родителей ребенка не работает (не служит) или обучается по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях, а другой родитель ребенка работает (служит). 
Не представляется, если брак между родителями расторгнут.
5. Свидетельство о расторжении брака (в случае если брак между родителями расторгнут).
6. Документ, подтверждающий совместное проживание на территории Российской Федерации ребенка с одним из родителей, выданный организацией, уполномоченной на его выдачу (в случае если брак между родителями расторгнут).
7. При обращении заявителя за предоставлением государственной услуги в случае отсутствия возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание: вступившее в законную силу решение суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия.
"
заявление адресоваться услуга дело гражданин;Дело оформляется в отдел по организации работы по назначению страховых выплат застрахованным гражданам.
удостоверять документ услуга гражданин просрочить;паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
документ доверенность услуга нотариально предоставить;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
выплачиваться почтовый денежный услуга выплата;"Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
случай выплату услуга волеизъявление получать;"В случае волеизъявления заявителя о получении выплат на банковский счет выплата денежных средств будет производиться на банковские счета физических лиц, операции по которым осуществляются с использованием национальных платежных инструментов (карты «МИР»).
В случае обращения заявителей в Центр телефонного обслуживания или в структурные подразделения СПб ГКУ «МФЦ» необходимо в обязательном порядке информировать заявителей о возможности перечисления выплат исключительно на карты «МИР» в случае волеизъявления заявителей получать указанные выплаты на счет банковской карты. 
"
обращение отказ ребёнок услуга основание;Обращение за назначением и выплатой пособия по истечении шестимесячного срока со дня рождения ребенка.
заявитель случай страхователь должность государственный;"Заявителями являются подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством граждане РФ, а также постоянно или временно проживающие на территории РФ иностранные граждане и лица без гражданства:
- лица, работающие по трудовым договорам, в том числе руководители организаций, являющиеся единственными участниками (учредителями), членами организаций, собственниками их имущества;
- государственные гражданские служащие, муниципальные служащие;
- лица, замещающие государственные должности РФ, государственные должности субъекта РФ, а также муниципальные должности, замещаемые на постоянной основе;
- члены производственного кооператива, принимающие личное трудовое участие в его деятельности;
- священнослужители;
- лица, осужденные к лишению свободы и привлеченные к оплачиваемому труду."
случай пособие страхователь выплата условие;"Пособие назначается и выплачивается в случаях:
- прекращения деятельности страхователем на день обращения застрахованного лица за пособием;
- отсутствие возможности выплаты пособия страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ;
- отсутствие возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание, при наличии вступившего в законную силу решения суда об установлении факта невыплаты таким страхователем пособия застрахованному лицу;
- в случае, если на день обращения застрахованного лица за пособием в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве страхователя."
услуга случай рождение ребёнок;В случае рождения двух и более детей единовременное пособие назначается и выплачивается на каждого ребенка.
случай руб выплата размер составлять;Единовременное пособие при рождении ребенка с 01.02.2023 составляет 22 909 руб. 03 коп.
случай ребёнок страхователь родитель перечень;"1. Документ, удостоверяющий личность.
2. Справка о рождении ребенка (детей). 
3. Выписка из решения об установлении над ребенком опеки (копия вступившего в законную силу решения суда об усыновлении, договор о передаче ребенка (детей) на воспитание в приемную семью) - для лица, заменяющего родителей (опекуна, усыновителя, приемного родителя).
4. Справка с места работы (службы, органа социальной защиты по месту жительства) другого родителя о том, что данное пособие не назначалось, - в случае если оба родителя работают (служат), а также если один из родителей ребенка не работает (не служит) или обучается по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях, а другой родитель ребенка работает (служит). 
Не представляется, если брак между родителями расторгнут.
5. Свидетельство о расторжении брака (в случае если брак между родителями расторгнут).
6. Документ, подтверждающий совместное проживание на территории Российской Федерации ребенка с одним из родителей, выданный организацией, уполномоченной на его выдачу (в случае если брак между родителями расторгнут).
7. При обращении заявителя за предоставлением государственной услуги в случае отсутствия возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание: вступившее в законную силу решение суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия.
"
случай страхователь адресоваться дело гражданин;Дело оформляется в отдел по организации работы по назначению страховых выплат застрахованным гражданам.
случай документ страхователь гражданин просрочить;паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
случай документ страхователь доверенность нотариально;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
случай почтовый страхователь денежный выплата;"Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
выплату волеизъявление случай страхователь;"В случае волеизъявления заявителя о получении выплат на банковский счет выплата денежных средств будет производиться на банковские счета физических лиц, операции по которым осуществляются с использованием национальных платежных инструментов (карты «МИР»).
В случае обращения заявителей в Центр телефонного обслуживания или в структурные подразделения СПб ГКУ «МФЦ» необходимо в обязательном порядке информировать заявителей о возможности перечисления выплат исключительно на карты «МИР» в случае волеизъявления заявителей получать указанные выплаты на счет банковской карты. 
"
случай обращение ребёнок страхователь основание;Обращение за назначением и выплатой пособия по истечении шестимесячного срока со дня рождения ребенка.
заявитель страхователь услуга государственный должность;"Заявителями являются подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством граждане РФ, а также постоянно или временно проживающие на территории РФ иностранные граждане и лица без гражданства:
- лица, работающие по трудовым договорам, в том числе руководители организаций, являющиеся единственными участниками (учредителями), членами организаций, собственниками их имущества;
- государственные гражданские служащие, муниципальные служащие;
- лица, замещающие государственные должности РФ, государственные должности субъекта РФ, а также муниципальные должности, замещаемые на постоянной основе;
- члены производственного кооператива, принимающие личное трудовое участие в его деятельности;
- священнослужители;
- лица, осужденные к лишению свободы и привлеченные к оплачиваемому труду."
