Keywords;Answer
пассажирский автотранспортный средство капитал мат;"1. Сертификат ""Материнский (семейный) капитал в Санкт-Петербурге"". 2. Сведения о месте жительства гражданина в Санкт-Петербурге.  3. Договор купли-продажи пассажирского автотранспортного средства с организацией, обладающей статусом официального дилера организации-производителя пассажирского автотранспортного средства, стороной по которому является заявитель или его супруг.          4. Документ, подтверждающий статус организации как официального дилера организации-производителя пассажирского автотранспортного средства. 5.Паспорт транспортного средства. 6. Акт приема-передачи пассажирского автотранспортного средства.      7. Свидетельство о регистрации транспортного средства. 8. Документы, подтверждающие расходы, произведенные в соответствии с договором купли-продажи пассажирского автотранспортного средства. 9. В случае направления средств материнского капитала на уплату первоначального взноса и(или) погашения основного долга и уплаты процентов по кредитному договору (договору займа) на приобретение пассажирского автотранспортного средства дополнительно представляются:
- кредитный договор (договор займа), заемщиком по которому является заявитель или его супруг;
- документ, удостоверяющий передачу кредитором (заимодавцем) заявителю определенной денежной суммы;
- документ, подтверждающий оплату денежной суммы заявителем или его супругом кредитору (заимодавцу). 10. Документы (сведения) об изменении родительских прав заявителя. 11. Документы (сведения) об изменении дееспособности заявителя. 12. Документы (сведения) об изменении (установлении) статуса законного представителя заявителя. 13. Согласие на обработку персональных данных лица не являющегося заявителем (представителем). (В случае представления документов, оформленных на супруга заявителя). 14. СНИЛС"
капитал мат погасить санкт петербург;"1. Сертификат ""Материнский (семейный) капитал в Санкт-Петербурге"". 2. Сведения о месте жительства гражданина в Санкт-Петербурге.  3. Договор на оказание услуг по предоставлению оздоровительного отдыха для ребенка (детей), ребенка (детей) с родителями (одним из родителей) на платной основе с организацией, расположенной на территории Российской Федерации, стороной по которому является заявитель или его супруг. 4. Документы, подтверждающие расходы, произведенные в соответствии с договором на оказание услуг по предоставлению оздоровительного отдыха. 5. Проездные документы, подтверждающие расходы, связанные с обеспечением проезда к месту осуществления оздоровительного отдыха. 6. Документы (сведения) об изменении родительских прав заявителя. 7. Документы (сведения) об изменении дееспособности заявителя. 8. Документы (сведения) об изменении (установлении) статуса законного представителя заявителя. 9. Согласие на обработку персональных данных лица не являющегося заявителем (представителем). (В случае представления документов, оформленных на супруга заявителя). 10. СНИЛС"
капитал мат погасить санкт петербург;"1. Сертификат ""Материнский (семейный) капитал в Санкт-Петербурге"". 2. Сведения о месте жительства гражданина в Санкт-Петербурге.  3. Документ из медицинской организации на получение высокотехнологичной медицинской помощи (направление) с указанием ее вида. 4. Договор на оказание высокотехнологичной медицинской помощи на платной основе в медицинской организации, стороной по которому является заявитель или его супруг. 5.  Сведения о лицензии медицинской организации, выдавшей направление на получение высокотехнологичной медицинской помощи, на право осуществления медицинской деятельности. 6. Сведения о лицензии медицинской организации, оказавшей высокотехнологическую медицинскую помощь, на право осуществления медицинской деятельности в соответствии с представленным договором 7. Документы, подтверждающие расходы, понесенные заявителем или его супругом в соответствии с представленным договором. 8. Проездные документы, подтверждающие расходы, связанные с обеспечением проезда к месту получения высокотехнологичной медицинской помощи. 9. Документы (сведения) об изменении родительских прав заявителя. 10. Документы (сведения) об изменении дееспособности заявителя. 11. Документы (сведения) об изменении (установлении) статуса законного представителя заявителя. 12. Согласие на обработку персональных данных лица не являющегося заявителем (представителем). (В случае представления документов, оформленных на супруга заявителя). 13. СНИЛС"
инвалид капитал мат погасить санкт;"1. Сертификат ""Материнский (семейный) капитал в Санкт-Петербурге"". 2. Сведения о месте жительства гражданина в Санкт-Петербурге.  3. Индивидуальная программа реабилитации или абилитации ребенка - инвалида 4. Договор купли-продажи товара (товаров), предназначенного (предназначенных) для социальной адаптации  и интеграции в общество детей-инвалидов, в соответствии с индивидуальной программой реабилитации или абилитации ребенка-инвалида, стороной по которому является заявитель или его супруг. 5.  Документы, подтверждающие расходы, понесенные заявителем или его супругом в соответствии с представленным договором. 6. Договор на оказание услуг, предназначенных для социальной адаптации  и интеграции в общество детей-инвалидов, на платной основе в медицинской организации, стороной по которому является заявитель или его супруг.  7. Документы, подтверждающие расходы, понесенные заявителем или его супругом в соответствии с представленным договором.  8.Копия лицензии медицинской организации, оказавшей услуги, предназначенные для социальной адаптации и интеграции в общество детей-инвалидов на право осуществления медицинской деятельности в соответствии с договором на оказание услуг. 9. Документы (сведения) об изменении родительских прав заявителя. 10. Документы (сведения) об изменении дееспособности заявителя. 11. Документы (сведения) об изменении (установлении) статуса законного представителя заявителя. 12. Согласие на обработку персональных данных лица не являющегося заявителем (представителем). (В случае представления документов, оформленных на супруга заявителя). 13. СНИЛС"
погасить санкт петербург документ распоряжение;"1. непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
2. непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
3. непредставление согласия на обработку персональных данных супруга заявителя."
погасить санкт петербург услуга распоряжение;"1. представление владельцем Сертификата (представителем владельца Сертификата) неполных и(или) недостоверных сведений;
2. указание в заявлении размера средств материнского капитала, превышающего размер средств, распорядиться которыми вправе владелец Сертификата;
3. решение администрации района о направлении средств материнского капитала владельцу Сертификата, принятое ранее по основаниям, изложенным в заявлении;
4. решение администрации района о признании сертификата ""Материнский (семейный) капитал в Санкт-Петербурге"" недействительным.
"
погасить санкт петербург услуга распоряжение;"1. Оформление распоряжением администрации района решения о направлении средств материнского капитала.
2. Решение об отказе в направлении средств материнского капитала."
погасить санкт петербург услуга распоряжение;"Не более 15 рабочих дней со дня подачи заявления и необходимых для предоставления государственной услуги документов.
Администрация района принимает решение о направлении средств материнского капитала (решение об отказе в направлении средств материнского капитала) на цели, указанные в заявлении в течение 10 рабочих дней со дня приема заявления.
Администрация района информирует заявителя о принятом решении, а также передает результат предоставления государственной услуги в течение 5 рабочих дней со дня принятия решения."
мат санкт петербург услуга капитал;"Заявителями являются граждане Российской Федерации, имеющие место жительства в Санкт-Петербурге ранее получившие сертификат «Материнский (семейный) капитал в Санкт-Петербурге».
"
капитал мат спб санкт петербург;Право на данную меру социальной поддержки возникает у граждан Российской Федерации, имеющих место жительства в Санкт-Петербурге, со дня рождения (усыновления) третьего, четвертого ребенка или последующих детей независимо от периода времени, прошедшего с даты рождения (усыновления) предыдущего ребенка (детей). При возникновении права на дополнительную меру социальной поддержки у заявителей, не учитываются дети, в отношении которых данные лица были лишены родительских прав или в отношении которых было отменено усыновление, а также усыновленные дети, которые на момент усыновления являлись пасынками или падчерицами данных лиц.
мат санкт петербург индексируется капитал;Размер материнского (семейного) капитала в Санкт-Петербурге определяется на дату подачи заявления о предоставлении сертификата. Размер материнского (семейного) капитала подлежит ежегодной индексации. Гражданам, получившим сертификат, размер материнского (семейного) капитала не индексируется.
мат санкт петербург капитал сертификат;Размер материнского (семейного) капитала в Санкт-Петербурге составляет - с 01.01.2023 - 194 223 руб. 46 коп.
мат санкт петербург капитал сертификат;Граждане вправе получить Сертификат до достижения ребенком, в связи с рождением которого возникло право на дополнительную меру социальной поддержки, возраста трех лет.
мат санкт петербург личность капитал;"Документ, удостоверяющий личность заявителя и членов его семьи, в том числе детей от 14 до 18 лет:
- паспорт гражданина РФ;
- временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта."
мат санкт петербург представитель капитал;"1. Документ, удостоверяющий личность представителя:
документ, удостоверяющий личность представителя (паспорт гражданина РФ, временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта, паспорт иностранного гражданина, вид на жительство, удостоверение беженца). 2. Доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ. или доверенность в простой письменной форме вместе с паспортом или нотариально заверенной копией паспорта заявителя."
мат санкт петербург заявитель капитал;1. Документы, содержащие данные регистрационного учета заявителя и членов его семьи 2. Свидетельство о заключении брака, свидетельство о расторжении брака. 3. Свидетельство о государственной регистрации перемены имени, выданное органами ЗАГС РФ. 4. СНИЛС
мат санкт петербург документ капитал;"1. непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
2. непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя."
мат санкт петербург услуга капитал;"1. представление неполных и(или) недостоверных сведений и документов, необходимых для определения права на предоставление сертификата;
2. отсутствие у заявителя права на получение сертификата.
"
мат санкт петербург услуга капитал;"1. Выдача заявителю сертификата.
2. Уведомление заявителя об отказе в предоставлении сертификата."
мат санкт петербург услуга капитал;"не более 30 рабочих дней со дня приема заявления со всеми необходимыми для предоставления государственной услуги документами в администрацию района или Многофункциональный центр;
- администрация района в течение десяти рабочих дней со дня приема заявления принимает решение о предоставлении сертификата или об отказе в предоставлении сертификата;
- не позднее 13 рабочих дней со дня принятия решения о предоставлении сертификата администрация района осуществляет выдачу сертификата."
земельный участок услуга ведение учёт;Заявителями являются граждане Российской Федерации, имеющие трех и более детей (в том числе находящихся под опекой или попечительством, а также пасынков и падчериц) в возрасте до 18 лет, проживающих совместно с ними, являющихся членами семьи указанных граждан, которые имеют место жительства в Санкт-Петербурге и не лишены родительских прав в отношении указанных детей.
земельный участок ведение учёт гражданин;Земельные участки для индивидуального жилищного или дачного строительства предоставляются бесплатно в собственность гражданам, не имеющим в собственности земельных участков, предоставленных бесплатно в собственность на основании решений исполнительных органов государственной власти Санкт-Петербурга или органов местного самоуправления в Санкт-Петербурге, обладавших правом предоставления соответствующих земельных участков в пределах их компетенции.
земельный участок ведение учёт гражданин;"право имеют граждане Российской Федерации, имеющие трех и более детей (в том числе находящихся под опекой или попечительством, а также пасынков и падчериц) в возрасте до 18 лет, проживающих совместно с ними, являющихся членами семьи указанных граждан, которые имеют место жительства (постоянную регистрацию) в Санкт-Петербурге и не лишены родительских прав в отношении указанных детей, то есть все члены многодетной семьи должны быть гражданами РФ, имеющими регистрацию по месту жительства в Санкт-Петербурге. Вместе с тем, учитывая интересы многодетных семей, состоящих на учете в целях предоставления земельного участка для дачного строительства, Комитет считает нецелесообразным отказывать в приеме документов на предоставление сертификата «Земельный капитал» и в направлении средств земельного капитала.
"
земельный участок ведение учёт гражданин;"Предельные размеры земельных участков, предоставляемых бесплатно в собственность гражданам дачного строительства, составляют:
минимальный размер - 0,12 га;
максимальный размер - 0,15 га."
земельный участок падчерица ведение учёт;многодетная семья должна иметь трех и более детей (в том числе находящихся под опекой или попечительством, а также пасынков и падчериц) в возрасте до 18 лет
земельный участок учёт ведение гражданин;В случае получения многодетной семьей транспортного средства (пассажирского микроавтобуса), повторная повторная постановка многодетной семьи на учет не осуществляется.
земельный участок ведение учёт гражданин;В первоочередном порядке земельные участки для дачного строительства предоставляются гражданам, имеющим трех и более детей, в числе которых ребенок-инвалид (дети-инвалиды), и гражданам, имеющим пять и более детей.Земельные участки для индивидуального жилищного или дачного строительства предоставляются бесплатно в собственность гражданам, не имеющим в собственности земельных участков, предоставленных бесплатно в собственность на основании решений исполнительных органов государственной власти Санкт-Петербурга или органов местного самоуправления в Санкт-Петербурге, обладавших правом предоставления соответствующих земельных участков в пределах их компетенции.
земельный участок личность ведение учёт;"Документ, удостоверяющий личность заявителя и членов его семьи, в том числе детей от 14 до 18 лет:
- паспорт гражданина РФ;
- временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта.
Одновременно с документом, удостоверяющем личность несовершеннолетнего ребенка в возрасте от 14 до 18 лет также необходимо предоставление свидетельства о рождении."
земельный участок представитель ведение учёт;"1. Документ, удостоверяющий личность представителя:
- паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта;
- паспорт иностранного гражданина;
- вид на жительство;
- удостоверение беженца; 2. Доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ. или доверенность в простой письменной форме. договор, решение собрания, содержащие указание на полномочия доверенного лица по представлению заявителя;
- указания закона либо акт уполномоченного государственного органа или органа местного самоуправления (акт органа опеки и попечительства о назначении опекуна или попечителя (в отношении детей, находящихся под опекой или попечительством)."
земельный участок заявитель ведение учёт;1. Документы, подтверждающие наличие в семье трех и более детей 2.. Документы, содержащие данные регистрационного учета заявителя и членов его семьи 3. Свидетельство о заключении брака, свидетельство о расторжении брака. или Свидетельство о заключении брака гражданина с матерью (отцом) пасынка, падчерицы гражданина (в отношении пасынков, падчериц) 4. Согласие на обработку персональных данных лица, не являющегося заявителем (представителем заявителя). 
земельный участок документ ведение учёт;"1. непредставление заявителем (представителем) документа, удостоверяющего личность или представление документа удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
2. непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
3. непредставление заявителем (представителем) согласия на обработку персональных данных лица, не являющегося заявителем (представителем), в случае если для предоставления государственной услуги необходима обработка персональных данных."
земельный участок услуга ведение учёт;"1. представление заявителем (представителем) неполных и (или) недостоверных сведений и документов, необходимых для принятия на учет;
2. отсутствие у заявителя права на получение земельного участка для ведения садоводства для собственных нужд.
"
земельный участок услуга ведение учёт;"1. Решение о принятии на учет и направление (выдача) копии распоряжения о постановке на учет в качестве нуждающегося в земельном участке.
2. Отказ в принятии на учет и направление (выдача) письма-уведомления об отказе в принятии на учет в качестве нуждающегося в земельном участке."
земельный участок услуга ведение учёт;"не более 15 рабочих дней со дня приема заявления о предоставлении государственной услуги:
- решение о постановке на учет либо об отказе в постановке на учет принимается в течение десяти рабочих дней со дня приема заявления.
- информирование заявителя о принятом решении в течение пяти рабочих дней со дня принятия решения."
микроавтобус услуга предоставление многодетный семья;Заявителем является один из совершеннолетних членов многодетной семьи, являющийся гражданином Российской Федерации, имеющим место жительства или место пребывания в Санкт-Петербурге.
микроавтобус услуга предоставление многодетный семья;"Государственная услуга предоставляется многодетным семьям, в которых дети и один или оба родителя являются гражданами Российской Федерации, имеющими место жительства или место пребывания в Санкт-Петербурге.
"
микроавтобус услуга предоставление многодетный семья;"Дополнительная мера социальной поддержки в виде бесплатного предоставления транспортного средства (пассажирского микроавтобуса) не распространяется на:
- граждан, дети которых находятся на полном государственном обеспечении;
- граждан, лишенных родительских прав (ограниченных в родительских правах);
- граждан Российской Федерации, выехавших на постоянное место жительства за пределы Российской Федерации. "
микроавтобус падчерица предоставление многодетный семья;многодетная семья должна иметь в своем составе семь и более несовершеннолетних детей, в том числе находящихся под опекой и попечительством, проживающих в указанных семьях более трёх лет, а также пасынков и падчериц.
многодетный семья транспортный средство микроавтобус;В случае получения многодетной семьей транспортного средства (пассажирского микроавтобуса), повторная повторная постановка многодетной семьи на учет не осуществляется.
микроавтобус личность предоставление многодетный семья;"паспорт гражданина РФ или временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта И
-паспорт ребенка (детей), достигшего (достигших) возраста 14 лет;
- временное удостоверение личности, выданное на период замены паспорта."
микроавтобус представитель предоставление многодетный семья;"1. Документ, удостоверяющий личность представителя:
- паспорт гражданина Российской Федерации или временное удостоверение личности гражданина РФ, выданное на период оформления паспорта;
- паспорт иностранного гражданина, вид на жительство (с нотариально заверенным переводом на русский язык);
- удостоверение беженца. 2. Доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ. или доверенность в простой письменной форме."
микроавтобус заявитель предоставление многодетный семья;"1. Документы, подтверждающие наличие в семье трех и более детей 2.. Документы, содержащие данные органов регистрационного учета (справку о регистрации по месту жительства граждан, в том числе из архива (форма 9), свидетельство о регистрации по месту жительства (форма 8) или свидетельство о регистрации по месту пребывания (форма 3) или решение суда об установлении места жительства или места пребывания граждан), в случае отсутствия указанных сведений в государственной информационной системе Санкт-Петербурга ""Жилищно-коммунальное хозяйство Санкт-Петербурга""). 3. Свидетельство о заключении брака, свидетельство о расторжении брака. 4. Справки из субъектов Российской Федерации, где законные представители (один из законных представителей) и ребенок имеют постоянную регистрацию по месту жительства, о неполучении аналогичных выплат по месту их постоянной регистрации (в случае если ребенок с законными или с одним из законных представителей имеют регистрацию в Санкт-Петербурге по месту пребывания).5. СНИЛС 6. Согласие на обработку персональных данных лица, не являющегося заявителем (представителем заявителя). Представляется в случае если для предоставления государственной услуги необходима обработка персональных данных лица, который является отцом либо матерью ребенка в зависимости кто подает заявление на получение государственной услуги. "
микроавтобус документ предоставление многодетный семья;"1. непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
2. непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
3. непредставление заявителем (представителем) согласия на обработку персональных данных лица, не являющегося заявителем (представителем), для предоставления государственной услуги необходима обработка персональных данных такого лица (лицо, которое является отцом либо матерью ребенка, в зависимости: кто подает заявление на получение государственной услуги)."
микроавтобус услуга предоставление многодетный семья;"1. представление неполных и(или) недостоверных сведений и документов, необходимых для назначения мер социальной поддержки и дополнительных мер социальной поддержки семьям, имеющим детей, обязанность представления которых возложена на заявителя;
2. отсутствие у заявителя права на предоставление транспортного средства. 
"
микроавтобус услуга предоставление многодетный семья;Принятие решения администрацией района о постановке на учет в целях предоставления многодетным семьям транспортного средства либо об отказе в постановке на учет.
микроавтобус услуга предоставление многодетный семья;Принятие решения о постановке на учет либо об отказе в постановке на учет осуществляется администрацией района в течение десяти рабочих дней со дня поступления заявления и документов в администрацию района. Администрация района информирует заявителя о принятом решении в течение пяти рабочих дней со дня принятия решения.
микроавтобус выплата предоставление многодетный семья;Да, необходимо запрашивать справку из субъекта Российской Федерации, где законные представители (один из законных представителей) и ребенок имеют постоянную регистрацию по месту жительства, о неполучении аналогичных выплат по месту их постоянной регистрации, так как данный документ есть в перечне необходимых к предоставлению документов.
потеря кормилец услуга выплата ежемесячный;"Заявителем является один из родителей, гражданин Российской Федерации, имеющий место жительства или место пребывания в Санкт-Петербурге, или иной законный представитель (усыновитель, опекун, попечитель) ребенка (детей) из многодетной семьи в возрасте до 18 лет, получающего пенсию по случаю потери кормильца, являющийся гражданином Российской Федерации, имеющим место жительства или место пребывания в Санкт-Петербурге.
"
