Keywords;Answer
случай ребёнок страхователь услуга рождение;В случае рождения двух и более детей единовременное пособие назначается и выплачивается на каждого ребенка.
руб страхователь выплата размер составлять;Единовременное пособие при рождении ребенка с 01.02.2023 составляет 22 909 руб. 03 коп.
документ ребёнок страхователь родитель перечень;"1. Документ, удостоверяющий личность.
2. Справка о рождении ребенка (детей). 
3. Выписка из решения об установлении над ребенком опеки (копия вступившего в законную силу решения суда об усыновлении, договор о передаче ребенка (детей) на воспитание в приемную семью) - для лица, заменяющего родителей (опекуна, усыновителя, приемного родителя).
4. Справка с места работы (службы, органа социальной защиты по месту жительства) другого родителя о том, что данное пособие не назначалось, - в случае если оба родителя работают (служат), а также если один из родителей ребенка не работает (не служит) или обучается по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях, а другой родитель ребенка работает (служит). 
Не представляется, если брак между родителями расторгнут.
5. Свидетельство о расторжении брака (в случае если брак между родителями расторгнут).
6. Документ, подтверждающий совместное проживание на территории Российской Федерации ребенка с одним из родителей, выданный организацией, уполномоченной на его выдачу (в случае если брак между родителями расторгнут).
7. При обращении заявителя за предоставлением государственной услуги в случае отсутствия возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание: вступившее в законную силу решение суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия.
"
страхователь заявление адресоваться дело гражданин;Дело оформляется в отдел по организации работы по назначению страховых выплат застрахованным гражданам.
удостоверять документ страхователь гражданин просрочить;паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
документ страхователь доверенность нотариально предоставить;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
выплачиваться почтовый страхователь денежный выплата;"Денежные выплаты также могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
случай страхователь выплату волеизъявление получать;"В случае волеизъявления заявителя о получении выплат на банковский счет выплата денежных средств будет производиться на банковские счета физических лиц, операции по которым осуществляются с использованием национальных платежных инструментов (карты «МИР»).
В случае обращения заявителей в Центр телефонного обслуживания или в структурные подразделения СПб ГКУ «МФЦ» необходимо в обязательном порядке информировать заявителей о возможности перечисления выплат исключительно на карты «МИР» в случае волеизъявления заявителей получать указанные выплаты на счет банковской карты. 
"
обращение отказ ребёнок страхователь основание;Обращение за назначением и выплатой пособия по истечении шестимесячного срока со дня рождения ребенка.
территория услуга заявитель проживать;Заявителями на предоставление пособия являются лица из числа граждан РФ, проживающих на территории РФ, или иностранных граждан и лиц без гражданства, беженцев, постоянно проживающих на территории РФ.
организация подать право услуга образовательный;"1. матери либо отцы, опекуны, фактически осуществляющие уход за ребенком и не подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством (за исключением обучающихся по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях);
2. другие родственники, фактически осуществляющие уход за ребенком и не подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством, в случае, если мать и (или) отец умерли, объявлены умершими, лишены родительских прав, ограничены в родительских правах, признаны безвестно отсутствующими, недееспособными (ограниченно дееспособными), по состоянию здоровья не могут лично воспитывать и содержать ребенка, отбывают наказание в учреждениях, исполняющих наказание в виде лишения свободы, находятся в местах содержания под стражей подозреваемых и обвиняемых в совершении преступлений, уклоняются от воспитания детей или от защиты их прав и интересов или отказались взять своего ребенка из образовательных организаций, медицинских организаций, организаций социального обслуживания и других аналогичных организаций;"
подать право услуга уволить российский;"1. матери либо отцы, другие родственники, опекуны, фактически осуществляющие уход за ребенком, уволенные в период отпуска по уходу за ребенком, матери, уволенные в период отпуска по беременности и родам в связи с ликвидацией организаций, прекращением физическими лицами деятельности в качестве индивидуальных предпринимателей, прекращением полномочий нотариусами, занимающимися частной практикой, и прекращением статуса адвоката, а также в связи с прекращением деятельности иными физическими лицами, профессиональная деятельность которых в соответствии с федеральными законами подлежит государственной регистрации и (или) лицензированию, в том числе уволенные из организаций или воинских частей, находящихся за пределами Российской Федерации, уволенные в связи с истечением срока их трудового договора в воинских частях, находящихся за пределами Российской Федерации, а также матери, уволенные в период отпуска по уходу за ребенком, отпуска по беременности и родам в связи с переводом мужа из таких воинских частей в Российскую Федерацию;
2. матери, уволенные в период беременности в связи с ликвидацией организаций, прекращением физическими лицами деятельности в качестве индивидуальных предпринимателей, прекращением полномочий нотариусами, занимающимися частной практикой, и прекращением статуса адвоката, а также в связи с прекращением деятельности иными физическими лицами, профессиональная деятельность которых в соответствии с федеральными законами подлежит государственной регистрации и (или) лицензированию, в том числе уволенные из организаций или воинских частей, находящихся за пределами Российской Федерации, уволенные в связи с истечением срока их трудового договора в воинских частях, находящихся за пределами Российской Федерации, или в связи с переводом мужа из таких частей в Российскую Федерацию;
3. матери либо отцы, опекуны, фактически осуществляющие уход за ребенком и не подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством, обучающиеся по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях."
оформляться срок ежемесячный услуга поздний;Ежемесячное пособие назначается, если обращение за ним последовало не позднее 6 месяцев со дня достижения ребенком возраста полутора лет.
заявитель сотоит ежемесячный безработица услуга;Ежемесячное пособие назначается в случае неполучения заявителем пособия по безработице.
коп руб услуга выплата размер;Размер ежемесячного пособия с 01.02.2023 - 8 591 руб. 47 коп.
удостоверять документ услуга гражданин просрочить;паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
документ доверенность услуга нотариально предоставить;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
услуга российский назначат федерация;"а) гражданам Российской Федерации, иностранным гражданам и лицам без гражданства, дети которых находятся на полном государственном обеспечении;
б) гражданам Российской Федерации, иностранным гражданам и лицам без гражданства, лишенным родительских прав либо ограниченным в родительских правах, за исключением случаев назначения и выплаты пособия по беременности и родам и единовременного пособия беременной жене военнослужащего, проходящего военную службу по призыву;
в) гражданам Российской Федерации, выехавшим на постоянное место жительства за пределы Российской Федерации."
услуга документ перечень содержать;1. Документ, удостоверяющий личность. 2. Документы, содержащие сведения о составе семьи заявителя. 3. Документы о доходах всех членов семьи. 4. Документы, содержащие сведения о месте жительства заявителя и членов его семьи. 5. Документы о прохождении военной службы либо обучения по очной форме. 6. Документы  о наличии недвижимости и автотранспорта.
удостоверять заявитель отказ услуга основание;"Непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
- непредставление заявителем (представителем) согласия на обработку персональных данных лица, не являющегося заявителем (представителем), в случае если необходима обработку персональных данных такого лица."
отказ услуга иностранный гражданин основание;"Отказ выносится: 1. гражданам РФ, иностранным гражданам и лицам без гражданства, дети которых находятся на полном государственном обеспечении;
2. гражданам РФ, иностранным гражданам и лицам без гражданства, лишенным родительских прав либо ограниченным в родительских правах;
3. гражданам РФ, выехавшим на постоянное место жительства за пределы РФ;
4. в случае, если обращение последовало позднее 6 месяцев со дня достижения ребенком возраста полутора лет."
регистрация срок заявление услуга предоставление;Заявление о назначении государственного пособия подлежит рассмотрению уполномоченным органом в 10-дневный срок с даты приема (регистрации) заявления со всеми необходимыми документами (с учетом доставки документов). Выплата государственного пособия заявителям осуществляется уполномоченным органом через организации федеральной почтовой связи либо кредитные организации, указанные заявителями в заявлении, не позднее 26 числа месяца, следующего за месяцем приема (регистрации) заявления.
предоставляться месяц услуга период календарный; Документы о доходах всех членов семьи за последние 12 календарных месяцев (в том числе в случае представления документов (сведений) о доходах семьи за период менее 12 календарных месяцев), предшествовавших месяцу перед месяцем обращения за назначением ежемесячного пособия.
услуга документ перечень ребёнок;"1. Документ, удостоверяющий личность заявителя.
2. Документы, подтверждающие состав семьи.
3. Копия решения суда об усыновлении ребенка
4. Документы о признании родителей безвестно отсутствующими или умершими
5. Документы о нахождении заявителя и (или) членов его семьи в розыске.
6. Документы об установлении материнства и (или) отцовства (для несовершеннолетних родителей ребенка, не состоящих в браке)
7. Документы, подтверждающие обучение по очной форме обучения, о ранее выплаченном матери ребенка пособии по беременности и родам
8. Документы, подтверждающие невозможность матери ухаживать за ребенком по состоянию здоровья
9. Копия военного билета о последнем месте службы
10. Сведения с места службы отца (матери, обоих родителей) ребенка о том, что он (она, они) не использует отпуск по уходу за ребенком и не получает пособия
11. Сведения о среднем заработке, исчисленном в порядке, установленном Положением об исчислении среднего заработка (дохода, денежного довольствия) при назначении пособия по беременности и родам и ежемесячного пособия по уходу за ребенком отдельным категориям граждан, утвержденным постановлением Правительства Российской Федерации от 29.12.2009 № 1100 (для лиц, из числа уволенных в период отпуска по беременности и родам)
12. Документы о регистрации иностранного гражданина или лица без гражданства по месту жительства
13. Документы о постановке иностранного гражданина или лица без гражданства на учет по месту пребывания.
"
почтовый пособие выплачиваться денежный услуга;"Денежные выплаты  могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
служба заявление адресоваться услуга мфц;"Электронное дело оформляется в адрес Клиентской службы ОПФР по месту нахождения МФЦ.
Заявления и документы, принятые в секторе мобильных МФЦ, направляются в Клиентскую службу ОПФР района Санкт-Петербурга, соответствующего району дислокации мобильного МФЦ в момент их приема."
заявитель пдф проживать территория услуга;Заявителями на предоставление пособия являются лица из числа граждан РФ, проживающих на территории РФ, или иностранных граждан и лиц без гражданства, беженцев, постоянно проживающих на территории РФ.
организация подать пособие право образовательный;"1. матери либо отцы, опекуны, фактически осуществляющие уход за ребенком и не подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством (за исключением обучающихся по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях);
2. другие родственники, фактически осуществляющие уход за ребенком и не подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством, в случае, если мать и (или) отец умерли, объявлены умершими, лишены родительских прав, ограничены в родительских правах, признаны безвестно отсутствующими, недееспособными (ограниченно дееспособными), по состоянию здоровья не могут лично воспитывать и содержать ребенка, отбывают наказание в учреждениях, исполняющих наказание в виде лишения свободы, находятся в местах содержания под стражей подозреваемых и обвиняемых в совершении преступлений, уклоняются от воспитания детей или от защиты их прав и интересов или отказались взять своего ребенка из образовательных организаций, медицинских организаций, организаций социального обслуживания и других аналогичных организаций;"
подать пособие право уволить российский;"1. матери либо отцы, другие родственники, опекуны, фактически осуществляющие уход за ребенком, уволенные в период отпуска по уходу за ребенком, матери, уволенные в период отпуска по беременности и родам в связи с ликвидацией организаций, прекращением физическими лицами деятельности в качестве индивидуальных предпринимателей, прекращением полномочий нотариусами, занимающимися частной практикой, и прекращением статуса адвоката, а также в связи с прекращением деятельности иными физическими лицами, профессиональная деятельность которых в соответствии с федеральными законами подлежит государственной регистрации и (или) лицензированию, в том числе уволенные из организаций или воинских частей, находящихся за пределами Российской Федерации, уволенные в связи с истечением срока их трудового договора в воинских частях, находящихся за пределами Российской Федерации, а также матери, уволенные в период отпуска по уходу за ребенком, отпуска по беременности и родам в связи с переводом мужа из таких воинских частей в Российскую Федерацию;
2. матери, уволенные в период беременности в связи с ликвидацией организаций, прекращением физическими лицами деятельности в качестве индивидуальных предпринимателей, прекращением полномочий нотариусами, занимающимися частной практикой, и прекращением статуса адвоката, а также в связи с прекращением деятельности иными физическими лицами, профессиональная деятельность которых в соответствии с федеральными законами подлежит государственной регистрации и (или) лицензированию, в том числе уволенные из организаций или воинских частей, находящихся за пределами Российской Федерации, уволенные в связи с истечением срока их трудового договора в воинских частях, находящихся за пределами Российской Федерации, или в связи с переводом мужа из таких частей в Российскую Федерацию;
3. матери либо отцы, опекуны, фактически осуществляющие уход за ребенком и не подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством, обучающиеся по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях."
оформляться срок ежемесячный услуга поздний;Ежемесячное пособие назначается, если обращение за ним последовало не позднее 6 месяцев со дня достижения ребенком возраста полутора лет.
заявитель сотоит ежемесячный учёт безработица;Ежемесячное пособие назначается в случае неполучения заявителем пособия по безработице.
коп руб услуга выплата размер;Размер ежемесячного пособия с 01.02.2023 - 8 591 руб. 47 коп.
удостоверять документ личность гражданин просрочить;паспорт гражданина РФ ил временное удостоверение личности гражданина РФ, выдаваемое на период оформления паспорта (не должно быть просрочено).
документ обращение доверенность нотариально предоставить;1. Документ, удостоверяющий личность доверенного лица по доверенности  2. Нотариально удостоверенная, приравненная к нотариально удостоверенной или удостоверенная организацией, в которой доверитель работает или учится, или администрацией стационарного лечебного учреждения, в котором он находится на излечении. Или простая письменная доверенность
пдф назначат услуга российский федерация;"а) гражданам Российской Федерации, иностранным гражданам и лицам без гражданства, дети которых находятся на полном государственном обеспечении;
б) гражданам Российской Федерации, иностранным гражданам и лицам без гражданства, лишенным родительских прав либо ограниченным в родительских правах, за исключением случаев назначения и выплаты пособия по беременности и родам и единовременного пособия беременной жене военнослужащего, проходящего военную службу по призыву;
в) гражданам Российской Федерации, выехавшим на постоянное место жительства за пределы Российской Федерации."
пособие документ перечень содержать;1. Документ, удостоверяющий личность. 2. Документы, содержащие сведения о составе семьи заявителя. 3. Документы о доходах всех членов семьи. 4. Документы, содержащие сведения о месте жительства заявителя и членов его семьи. 5. Документы о прохождении военной службы либо обучения по очной форме. 6. Документы  о наличии недвижимости и автотранспорта.
приём удостоверять заявитель отказ основание;"Непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя;
- непредставление заявителем (представителем) согласия на обработку персональных данных лица, не являющегося заявителем (представителем), в случае если необходима обработку персональных данных такого лица."
отказ иностранный гражданин предоставление основание;"Отказ выносится: 1. гражданам РФ, иностранным гражданам и лицам без гражданства, дети которых находятся на полном государственном обеспечении;
2. гражданам РФ, иностранным гражданам и лицам без гражданства, лишенным родительских прав либо ограниченным в родительских правах;
3. гражданам РФ, выехавшим на постоянное место жительства за пределы РФ;
4. в случае, если обращение последовало позднее 6 месяцев со дня достижения ребенком возраста полутора лет."
регистрация срок заявление услуга предоставление;Заявление о назначении государственного пособия подлежит рассмотрению уполномоченным органом в 10-дневный срок с даты приема (регистрации) заявления со всеми необходимыми документами (с учетом доставки документов). Выплата государственного пособия заявителям осуществляется уполномоченным органом через организации федеральной почтовой связи либо кредитные организации, указанные заявителями в заявлении, не позднее 26 числа месяца, следующего за месяцем приема (регистрации) заявления.
предоставляться месяц доход период календарный; Документы о доходах всех членов семьи за последние 12 календарных месяцев (в том числе в случае представления документов (сведений) о доходах семьи за период менее 12 календарных месяцев), предшествовавших месяцу перед месяцем обращения за назначением ежемесячного пособия.
пособие документ перечень ребёнок;"1. Документ, удостоверяющий личность заявителя.
2. Документы, подтверждающие состав семьи.
3. Копия решения суда об усыновлении ребенка
4. Документы о признании родителей безвестно отсутствующими или умершими
5. Документы о нахождении заявителя и (или) членов его семьи в розыске.
6. Документы об установлении материнства и (или) отцовства (для несовершеннолетних родителей ребенка, не состоящих в браке)
7. Документы, подтверждающие обучение по очной форме обучения, о ранее выплаченном матери ребенка пособии по беременности и родам
8. Документы, подтверждающие невозможность матери ухаживать за ребенком по состоянию здоровья
9. Копия военного билета о последнем месте службы
10. Сведения с места службы отца (матери, обоих родителей) ребенка о том, что он (она, они) не использует отпуск по уходу за ребенком и не получает пособия
11. Сведения о среднем заработке, исчисленном в порядке, установленном Положением об исчислении среднего заработка (дохода, денежного довольствия) при назначении пособия по беременности и родам и ежемесячного пособия по уходу за ребенком отдельным категориям граждан, утвержденным постановлением Правительства Российской Федерации от 29.12.2009 № 1100 (для лиц, из числа уволенных в период отпуска по беременности и родам)
12. Документы о регистрации иностранного гражданина или лица без гражданства по месту жительства
13. Документы о постановке иностранного гражданина или лица без гражданства на учет по месту пребывания.
"
выплачиваться пособие почтовый денежный услуга;"Денежные выплаты  могут быть перечислены:
- на карту «МИР»; - на банковский счет, к которому не привязаны пластиковые банковские карты других расчетных систем (например, сберегательный счет);
- почтовым переводом."
служба заявление адресоваться услуга мфц;"Электронное дело оформляется в адрес Клиентской службы ОПФР по месту нахождения МФЦ.
Заявления и документы, принятые в секторе мобильных МФЦ, направляются в Клиентскую службу ОПФР района Санкт-Петербурга, соответствующего району дислокации мобильного МФЦ в момент их приема."
заявитель ребёнок проживать территория услуга;Заявителями на предоставление пособия являются лица из числа граждан РФ, проживающих на территории РФ, или иностранных граждан и лиц без гражданства, беженцев, постоянно проживающих на территории РФ.
организация ребёнок пособие право образовательный;"1. матери либо отцы, опекуны, фактически осуществляющие уход за ребенком и не подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством (за исключением обучающихся по очной форме обучения в профессиональных образовательных организациях, образовательных организациях высшего образования, образовательных организациях дополнительного профессионального образования и научных организациях);
2. другие родственники, фактически осуществляющие уход за ребенком и не подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством, в случае, если мать и (или) отец умерли, объявлены умершими, лишены родительских прав, ограничены в родительских правах, признаны безвестно отсутствующими, недееспособными (ограниченно дееспособными), по состоянию здоровья не могут лично воспитывать и содержать ребенка, отбывают наказание в учреждениях, исполняющих наказание в виде лишения свободы, находятся в местах содержания под стражей подозреваемых и обвиняемых в совершении преступлений, уклоняются от воспитания детей или от защиты их прав и интересов или отказались взять своего ребенка из образовательных организаций, медицинских организаций, организаций социального обслуживания и других аналогичных организаций;"
